X,Y,OBJECTID,SITENUMBER,TERRITORY,NEST,NESTYEAR,last_edited_date
-87.1956553792152,30.323969517887,387,ESCAtj06,8,A,2002,
-87.1996053829106,30.3235195671288,388,ESCAtj06,9,A,2002,
-87.2243383859128,30.320152791705,389,ESCAtj06,12,A,2002,
-87.3014552235737,30.3299534007821,390,ESCAtj06,5,B,2002,
-87.2879883087566,30.32147036264,391,ESCAtj06,1,A,2002,
-87.3019222361304,30.3296204215363,392,ESCAtj06,3,A,2002,
-87.3014052287349,30.3307034039923,393,ESCAtj06,5,A,2002,
-87.3015222280125,30.3294864108874,394,ESCAtj06,4,B,2002,
-87.2213053734763,30.3217697423379,395,ESCAtj06,10,A,2002,
-87.2880223063968,30.3214863574648,396,ESCAtj06,1,B,2002,
-86.8337543202639,30.3842505197732,397,OKALtj12,3,A,2002,
-86.8224712521233,30.3849335040382,398,OKALtj12,4,A,2002,
-86.8440213776485,30.3828005344017,399,OKALtj12,9,A,2002,
-85.4148168469213,29.8154193585491,400,GULtj06,32,A,2002,
-87.3546882419587,30.3122871565927,401,ESCAtj04,7,A,2002,
-87.3139722660976,30.3208706405092,402,ESCAtj04,4,B,2002,
-87.1869223757396,30.3245354574938,403,ESCAtj06,2,A,2002,
-87.2898382902696,30.3220863666113,404,ESCAtj06,1,C,2002,
-86.8081041903572,30.3864834584521,405,OKALtj12,22,A,2002,
-86.7042038767861,30.395283411401,406,OKALtj12,18,A,2002,
-86.7033368686879,30.3953334137909,407,OKALtj12,7,A,2002,
-86.8342543180595,30.3838335152003,408,OKALtj12,17,A,2002,
-86.6555708569849,30.3924674999,409,OKALtj12,16,A,2002,
-86.6840208658507,30.3961504384613,410,OKALtj12,12,A,2002,
-86.7737040114423,30.3894003971777,411,OKALtj12,6,A,2002,
-86.8497043950204,30.383267552723,412,SANTtj11,8,A,2002,
-86.8495043923089,30.3832505458459,413,SANTtj11,8,B,2002,
-86.5186538122573,30.388217722302,414,OKALtj15,1,A,2002,
-86.5176537995982,30.3892337128385,415,OKALtj15,3,A,2002,
-86.51898680875,30.3884177113043,416,OKALtj15,1,B,2002,
-85.2186827463751,29.6770196046235,417,FRANtj03,1,A,2002,
