X,Y,OBJECTID,ATLASNUM,DATE_,OBSMODE,COUNTY,TOWNSHIP,RANGE,SECTION,GAZPAGE,ERA,NEW90,STATUS90,STATUS80,STATUS70,SUBSTRAT,CANOPY,LOCATION,ISLAND,SIZE_,SIZECONF,SPECCONF,BRPE,DCCO,ANHI,GBHE,GWHE,GREG,SNEG,LBHE,TCHE,REEG,CAEG,GRHE,BCNH,YCNH,WHIB,GLIB,ROSP,WOST,SMWT,LGWT,SMDK,LGDK,LONGDEC,LATDEC,last_edited_date,Present
-82.0166702141588,28.8166723961921,1140,611124,1999/05/05 04:00:00+00,Aerial,Sumter,19S,23E,21,78,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.016667,28.816667,2019/06/25 21:52:55+00,
-82.2666703129886,28.7833383130979,1141,611126,1999/05/05 04:00:00+00,Aerial,Citrus,20S,20E,01,77,80,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.266667,28.783333,2019/06/25 21:52:55+00,
-82.2666702348351,28.7583383246448,1142,611127,1999/03/16 04:00:00+00,Aerial,Citrus,20S,20E,12,77,80,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.266667,28.758333,2019/06/25 21:52:55+00,
-82.2666703013104,28.750005385186,1143,611128,1999/04/28 04:00:00+00,Aerial,Citrus,20S,20E,13,77,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.266667,28.75,2019/06/25 21:52:55+00,
-82.1000032130244,28.7333383583668,1144,611129,1999/03/16 04:00:00+00,Aerial,Sumter,20S,22E,22,78,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.1,28.733333,2019/06/25 21:52:55+00,
-82.1166702089546,28.7166723671904,1145,611130,1999/04/28 04:00:00+00,Aerial,Sumter,20S,22E,28,78,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.116667,28.716667,2019/06/25 21:52:55+00,
-82.1333361817036,28.6500053280064,1146,611132,1999/04/27 04:00:00+00,Aerial,Sumter,21S,22E,20,78,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.133333,28.65,2019/06/25 21:52:55+00,
-82.1333362760267,28.633338309621,1147,611133,1999/04/27 04:00:00+00,Aerial,Sumter,21S,22E,29,78,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.133333,28.633333,2019/06/25 21:52:55+00,
-82.4333363134148,28.5833383349674,1148,611134,1999/04/27 04:00:00+00,Aerial,Hernando,22S,19E,08,77,80,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.433333,28.583333,2019/06/25 21:52:55+00,
-82.0333361437887,28.5500052652782,1149,611135,1999/04/27 04:00:00+00,Aerial,Sumter,22S,23E,29,78,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.033333,28.55,2019/06/25 21:52:55+00,
-82.5716702941962,28.5333382623001,1150,611136,1999/04/27 04:00:00+00,Aerial,Hernando,22S,17E,35,77,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.571667,28.533333,2019/06/25 21:52:55+00,
-82.1000032444654,28.516672297153,1151,611137,1999/04/27 04:00:00+00,Aerial,Hernando,23S,22E,03,78,80,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.1,28.516667,2019/06/25 21:52:55+00,
-82.3333362790931,28.4916722323987,1152,611138,1999/05/19 04:00:00+00,Aerial,Hernando,23S,20E,17,83,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.333333,28.491667,2019/06/25 21:52:55+00,
-82.0000031508549,28.4833382863878,1153,611139,1999/05/19 04:00:00+00,Aerial,Sumter,23S,23E,15,84,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,28.483333,2019/06/25 21:52:55+00,
-82.300003234057,28.4833382840191,1154,611140,1999/05/19 04:00:00+00,Aerial,Hernando,23S,20E,15,83,80,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.3,28.483333,2019/06/25 21:52:55+00,
-82.06167023944,28.4366722944347,1155,611142,1999/05/19 04:00:00+00,Aerial,Pasco,23S,22E,36,84,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.061667,28.436667,2019/06/25 21:52:55+00,
-82.5516703105084,28.3516722729807,1156,611143,1999/05/20 04:00:00+00,Aerial,Pasco,24S,17E,36,83,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.551667,28.351667,2019/06/25 21:52:55+00,
-82.4333362873636,28.3500052700866,1157,611145,1999/05/20 04:00:00+00,Aerial,Pasco,24S,19E,32,83,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.433333,28.35,2019/06/25 21:52:55+00,
-82.433336353839,28.3333382116804,1158,611146,1999/05/20 04:00:00+00,Aerial,Pasco,25S,19E,05,83,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.433333,28.333333,2019/06/25 21:52:55+00,
-82.2666702896323,28.0416721699371,1159,611147,1999/05/18 04:00:00+00,Aerial,Hillsborough,28S,20E,13,83,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.266667,28.041667,2019/06/25 21:52:55+00,
-82.3166702470552,28.3166721898752,1160,611148,1999/05/20 04:00:00+00,Aerial,Pasco,25S,20E,16,83,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.316667,28.316667,2019/06/25 21:52:55+00,
-82.308336247381,28.3283382064908,1161,611149,1999/05/20 04:00:00+00,Aerial,Pasco,25S,20E,09,83,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.308333,28.328333,2019/06/25 21:52:55+00,
-82.016670217752,28.3166722215081,1162,611151,1999/05/20 04:00:00+00,Aerial,Polk,25S,23E,16,84,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.016667,28.316667,2019/06/25 21:52:55+00,
-82.441670242122,28.2333382127698,1163,611152,1999/05/19 04:00:00+00,Aerial,Pasco,26S,19E,07,83,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.441667,28.233333,2019/06/25 21:52:55+00,
-82.4000032872434,28.2333382064382,1164,611153,1999/05/19 04:00:00+00,Aerial,Pasco,26S,19E,10,83,80,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.4,28.233333,2019/06/25 21:52:55+00,
-82.4333362550243,28.2083382284504,1165,611154,1999/05/19 04:00:00+00,Aerial,Pasco,26S,19E,20,83,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.433333,28.208333,2019/06/25 21:52:55+00,
-82.6166703688849,28.2000052413431,1166,611155,1999/05/19 04:00:00+00,Aerial,Pasco,26S,17E,29,83,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.616667,28.2,2019/06/25 21:52:55+00,
-82.1500032054816,28.1583381568961,1167,611157,1999/05/18 04:00:00+00,Aerial,Hillsborough,27S,22E,06,84,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.15,28.158333,2019/06/25 21:52:55+00,
-82.1500032530923,28.1666722390943,1168,611158,1999/05/18 04:00:00+00,Aerial,Hillsborough,27S,22E,06,84,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.15,28.166667,2019/06/25 21:52:55+00,
-82.650003345649,28.1333382050171,1169,611160,1999/05/18 04:00:00+00,Aerial,Hillsborough,27S,17E,18,83,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.65,28.133333,2019/06/25 21:52:55+00,
-82.5166703579194,28.1333382248217,1170,611161,1999/05/18 04:00:00+00,Aerial,Hillsborough,27S,18E,16,83,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.516667,28.133333,2019/06/25 21:52:55+00,
-82.5000032820392,28.1333381796673,1171,611162,1999/05/18 04:00:00+00,Aerial,Hillsborough,27S,18E,15,83,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.5,28.133333,2019/06/25 21:52:55+00,
-82.3500032337007,28.1333381860048,1172,611164,1999/05/18 04:00:00+00,Aerial,Hillsborough,27S,20E,18,83,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.35,28.133333,2019/06/25 21:52:55+00,
-82.4500032689208,28.0833381730294,1173,611168,1999/05/18 04:00:00+00,Aerial,Hillsborough,28S,19E,06,83,80,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.45,28.083333,2019/06/25 21:52:55+00,
-82.100003234584,28.0000051313752,1174,611170,1999/05/18 04:00:00+00,Aerial,Hillsborough,28S,22E,34,84,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.1,28,2019/06/25 21:52:55+00,
-82.7833363540398,28.0833382023538,1175,611171,1999/03/23 04:00:00+00,Aerial,Pinellas,28S,15E,03,82,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.783333,28.083333,2019/06/25 21:52:55+00,
-82.8166704258502,28.9666723521779,1176,611172,1999/03/23 04:00:00+00,Aerial,Citrus,17S,15E,Key,76,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.816667,28.966667,2019/06/25 21:52:55+00,
-82.7833363800909,28.0583381672742,1177,611173,1999/05/18 04:00:00+00,Aerial,Pinellas,28S,15E,10,82,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.783333,28.058333,2019/06/25 21:52:55+00,
-80.6166697426383,28.3666723221431,1178,612003,1999/03/31 04:00:00+00,Aerial,Brevard,24S,37E,27,88,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.616667,28.366667,2019/06/25 21:52:55+00,
-80.9000028721311,28.9000054140251,1179,612008,1999/05/06 04:00:00+00,Aerial,Volusia,18S,34E,57,81,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.9,28.9,2019/06/25 21:52:55+00,
-80.7666698314009,28.7500053670717,1180,612010,1999/03/16 04:00:00+00,Aerial,Brevard,20S,35E,13,81,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.766667,28.75,2019/06/25 21:52:55+00,
-80.7000028232506,28.3500053111965,1181,612011,1999/04/14 04:00:00+00,Aerial,Brevard,24S,36E,35,88,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.7,28.35,2019/06/25 21:52:55+00,
-80.7833357897769,28.0833382308857,1182,612012,1999/05/18 04:00:00+00,Aerial,Brevard,28S,35E,01,87,70,No,Inactive,Active,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.783333,28.083333,2019/06/25 21:52:55+00,
-80.7333358000147,28.1666722248395,1183,612013,1999/05/19 04:00:00+00,Aerial,Brevard,27S,36E,04,88,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.733333,28.166667,2019/06/25 21:52:55+00,
-80.6666697728247,28.3000053099087,1184,612014,1999/03/31 04:00:00+00,Aerial,Brevard,25S,37E,19,88,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.666667,28.3,2019/06/25 21:52:55+00,
-80.7833358409809,28.0666722260323,1185,612015,1999/05/18 04:00:00+00,Aerial,Brevard,28S,35E,12,87,70,No,Inactive,Active,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.783333,28.066667,2019/06/25 21:52:55+00,
-80.7500028264876,28.0833382396037,1186,612017,1999/05/18 04:00:00+00,Aerial,Brevard,28S,36E,05,88,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.75,28.083333,2019/06/25 21:52:55+00,
-80.8500028194868,28.2000052207592,1187,612018,1999/05/19 04:00:00+00,Aerial,Brevard,26S,35E,29,87,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.85,28.2,2019/06/25 21:52:55+00,
-81.8500030944317,28.9000053998691,1188,612019,1999/05/06 04:00:00+00,Aerial,Lake,18S,25E,30,79,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.85,28.9,2019/06/25 21:52:55+00,
-81.7666701063458,28.8000053522576,1189,612020,1999/05/05 04:00:00+00,Aerial,Lake,19S,25E,36,79,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.766667,28.8,2019/06/25 21:52:55+00,
-81.7666701270071,28.8666724090173,1190,612022,1999/05/06 04:00:00+00,Aerial,Lake,19S,25E,01,79,70,No,Inactive,Active,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.766667,28.866667,2019/06/25 21:52:55+00,
-81.8333361506038,28.8833384128801,1191,612023,1999/05/06 04:00:00+00,Aerial,Lake,18S,25E,32,79,70,No,Inactive,Active,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.833333,28.883333,2019/06/25 21:52:55+00,
-81.9000032027715,28.766672341675,1192,612024,1999/04/28 04:00:00+00,Aerial,Lake,20S,24E,10,78,70,No,Inactive,Active,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.9,28.766667,2019/06/25 21:52:55+00,
-81.7000031053821,28.9166724071494,1193,612027,1999/05/06 04:00:00+00,Aerial,Lake,18S,26E,15,79,70,No,Inactive,Active,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.7,28.916667,2019/06/25 21:52:55+00,
-81.9000031389911,28.566672266663,1194,612029,1999/04/27 04:00:00+00,Aerial,Lake,22S,24E,15,78,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.9,28.566667,2019/06/25 21:52:55+00,
-81.766670129702,28.6166723311547,1195,612030,1999/04/27 04:00:00+00,Aerial,Lake,21S,25E,36,79,70,No,Inactive,Active,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.766667,28.616667,2019/06/25 21:52:55+00,
-81.6833361103502,28.9000053833538,1196,612031,1999/05/06 04:00:00+00,Aerial,Lake,18S,26E,26,79,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.683333,28.9,2019/06/25 21:52:55+00,
-81.3833360531992,28.8750054340035,1197,612032,1999/05/06 04:00:00+00,Aerial,Lake,18S,29E,37,80,70,No,Inactive,Active,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.383333,28.875,2019/06/25 21:52:55+00,
-81.6666700899904,28.4333382949549,1198,612033,1999/05/19 04:00:00+00,Aerial,Lake,24S,26E,01,85,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.666667,28.433333,2019/06/25 21:52:55+00,
-81.6500030554327,28.5666723092666,1199,612036,1999/04/27 04:00:00+00,Aerial,Orange,22S,27E,18,79,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.65,28.566667,2019/06/25 21:52:55+00,
-81.1333359462846,28.4333383399822,1200,612038,1999/05/19 04:00:00+00,Aerial,Orange,24S,32E,05,86,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.133333,28.433333,2019/06/25 21:52:55+00,
-81.116669886399,28.2000052532184,1201,612039,1999/05/19 04:00:00+00,Aerial,Osceola,26S,32E,28,87,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.116667,28.2,2019/06/25 21:52:55+00,
-80.9833358656068,28.083338166689,1202,612040,1999/05/18 04:00:00+00,Aerial,Osceola,28S,33E,01,87,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.983333,28.083333,2019/06/25 21:52:55+00,
-80.900002794876,28.0833382483218,1203,612041,1999/05/18 04:00:00+00,Aerial,Osceola,28S,34E,02,87,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.9,28.083333,2019/06/25 21:52:55+00,
-81.1000029398761,28.2333382673792,1204,612042,1999/05/19 04:00:00+00,Aerial,Osceola,26S,32E,10,87,70,No,Inactive,Active,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.1,28.233333,2019/06/25 21:52:55+00,
-81.5666700880081,28.2833382286127,1205,612043,1999/05/20 04:00:00+00,Aerial,Osceola,25S,27E,25,85,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.566667,28.283333,2019/06/25 21:52:55+00,
-81.9000031156349,28.2666722630848,1206,612044,1999/05/19 04:00:00+00,Aerial,Polk,25S,24E,34,84,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.9,28.266667,2019/06/25 21:52:55+00,
-81.6500030428563,28.0333381658906,1207,612045,1999/05/18 04:00:00+00,Aerial,Polk,28S,27E,19,85,70,No,Inactive,Active,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.65,28.033333,2019/06/25 21:52:55+00,
-81.8166701068878,28.333338218006,1208,612047,1999/05/20 04:00:00+00,Aerial,Polk,25S,25E,04,85,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.816667,28.333333,2019/06/25 21:52:55+00,
-81.3833359561812,28.0833381833326,1209,612048,1999/05/18 04:00:00+00,Aerial,Polk,28S,29E,02,86,70,No,Inactive,Active,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.383333,28.083333,2019/06/25 21:52:55+00,
-80.9166698743494,28.9333383970285,1210,612050,1999/05/06 04:00:00+00,Aerial,Volusia,18S,34E,54,81,70,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.916667,28.933333,2019/06/25 21:52:55+00,
-81.9916701653787,28.3916723094192,1211,612101,1999/05/20 04:00:00+00,Aerial,Sumter,24S,23E,15,84,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.991667,28.391667,2019/06/25 21:52:55+00,
-81.2416700287895,28.8500053893479,1212,612103,1999/05/05 04:00:00+00,Aerial,Volusia,19S,31E,08,80,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.241667,28.85,2019/06/25 21:52:55+00,
-80.8916698049082,28.4500053145499,1213,612104,1999/05/19 04:00:00+00,Aerial,Brevard,23S,34E,26,87,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.891667,28.45,2019/06/25 21:52:55+00,
-81.5666700412957,28.9000053849267,1214,612105,1999/05/06 04:00:00+00,Aerial,Lake,18S,27E,25,79,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.566667,28.9,2019/06/25 21:52:55+00,
-81.8750031710595,28.1333381749142,1215,612106,1999/05/18 04:00:00+00,Aerial,Polk,27S,24E,14,85,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.875,28.133333,2019/06/25 21:52:55+00,
-81.9333361615693,28.316672208855,1216,612107,1999/05/20 04:00:00+00,Aerial,Polk,25S,24E,08,84,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.933333,28.316667,2019/06/25 21:52:55+00,
-81.4666700105673,28.9500053934131,1217,612108,1999/05/11 04:00:00+00,Aerial,Lake,18S,28E,01,80,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.466667,28.95,2019/06/25 21:52:55+00,
-81.8333361074847,28.8600054034649,1218,612109,1999/05/06 04:00:00+00,Aerial,Lake,19S,25E,05,79,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.833333,28.86,2019/06/25 21:52:55+00,
-81.9500031422281,28.716672368766,1219,612111,1999/04/28 04:00:00+00,Aerial,Lake,20S,24E,30,78,80,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.95,28.716667,2019/06/25 21:52:55+00,
-80.6500027688097,28.6666724061903,1220,612113,1999/03/31 04:00:00+00,Aerial,Brevard,21S,37E,18,82,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.65,28.666667,2019/06/25 21:52:55+00,
-81.9000032054665,28.6333382859674,1221,612114,1999/04/27 04:00:00+00,Aerial,Lake,21S,24E,27,78,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.9,28.633333,2019/06/25 21:52:55+00,
-81.9000031686355,28.583338323135,1222,612115,1999/04/27 04:00:00+00,Aerial,Lake,22S,24E,10,78,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.9,28.583333,2019/06/25 21:52:55+00,
-81.8833361493492,28.5666723353021,1223,612116,1999/04/27 04:00:00+00,Aerial,Lake,22S,24E,14,78,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.883333,28.566667,2019/06/25 21:52:55+00,
-81.0083359027088,28.5500053568115,1224,612117,1999/04/27 04:00:00+00,Aerial,Orange,22S,33E,27,81,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.008333,28.55,2019/06/25 21:52:55+00,
-80.7333358619984,28.6083383336967,1225,612118,1999/03/31 04:00:00+00,Aerial,Brevard,22S,36E,05,82,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.733333,28.608333,2019/06/25 21:52:55+00,
-80.9666698901628,28.533338308074,1226,612119,1999/04/27 04:00:00+00,Aerial,Orange,22S,33E,36,81,80,No,Inactive,Inactive,Active, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.966667,28.533333,2019/06/25 21:52:55+00,
-80.6066697894219,28.59667235893,1227,612120,1999/05/05 04:00:00+00,Aerial,Brevard,22S,37E,10,82,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.606667,28.596667,2019/06/25 21:52:55+00,
-80.6100027547217,28.486672345931,1228,612121,1999/03/31 04:00:00+00,Aerial,Brevard,23S,37E,Key,88,80,No,Inactive,Active,Unknown, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.61,28.486667,2019/06/25 21:52:55+00,
