X,Y,OBJECTID,RARNUM,BIOGWIS_RA,SPECIES_ID,SEASON_ID,EL_RAR,EL_SPE,EL_SPE_SEA,GEO_SRC,SEASON_SRC,CONCENTRA,ELEMENT,SUBELEMENT,NAME,SCINAME,STATUS,PRESENCE,ACTIVE_JAN,ACTIVE_FEB,ACTIVE_MAR,ACTIVE_APR,ACTIVE_MAY,ACTIVE_JUN,ACTIVE_JUL,ACTIVE_AUG,ACTIVE_SEP,ACTIVE_OCT,ACTIVE_NOV,ACTIVE_DEC,ESI_INFO,created_user,created_date,last_edited_user,last_edited_date
-83.12202276,29.36857713,868,855,855,54,2,BIRD_855,B00054,B0005402,32,37, ,BIRD,wading,Great blue heron,Ardea herodias, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Nesting,Nesting,Great blue heron; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-83.12202276,29.36857713,869,855,855,87,2,BIRD_855,B00087,B0008702,32,37, ,BIRD,wading,Little blue heron,Egretta caerulea, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, ,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Little blue heron; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-83.12202276,29.36857713,870,855,855,88,2,BIRD_855,B00088,B0008802,32,37, ,BIRD,wading,Great egret,Ardea alba, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , , , , ,Great egret; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-83.12202276,29.36857713,871,855,855,89,2,BIRD_855,B00089,B0008902,32,37, ,BIRD,wading,Snowy egret,Egretta thula, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Nesting,Snowy egret; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-83.12202276,29.36857713,872,855,855,93,2,BIRD_855,B00093,B0009302,32,37, ,BIRD,wading,Cattle egret,Bubulcus ibis, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , ,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , , ,Cattle egret; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-83.12202276,29.36857713,873,855,855,1004,3,BIRD_855,B01004,B0100403,32,37, ,BIRD,wading,Wading birds, , ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Nesting,Wading birds; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-83.19766643,29.36825706,874,856,856,59,1,BIRD_856,B00059,B0005901,32,37, ,BIRD,shorebird,Lesser yellowlegs,Tringa flavipes, ,Jan Feb Mar Apr May Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Lesser yellowlegs; Status:  ; Present: Jan Feb Mar Apr May Aug Sep Oct Nov Dec; Concentration:,,,,
-83.19766643,29.36825706,875,856,856,62,1,BIRD_856,B00062,B0006201,32,37,130,BIRD,shorebird,Least sandpiper,Calidris minutilla, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Least sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration: 130,,,,
-83.19766643,29.36825706,876,856,856,66,1,BIRD_856,B00066,B0006601,32,37,300,BIRD,shorebird,Western sandpiper,Calidris mauri, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Western sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration: 300,,,,
-81.09619215,25.15467038,877,367,367,234,1,BIRD_367,B00234,B0023401,32,32, ,BIRD,shorebird,Purple sandpiper,Calidris maritima, ,Jan Feb Mar Apr May Oct Nov Dec, , , , , , , , , , , , ,Purple sandpiper; Status:  ; Present: Jan Feb Mar Apr May Oct Nov Dec; Concentration:,,,,
-80.47296215,25.13720471,878,368,368,8,2,BIRD_368,B00008,B0000802,32,32, ,BIRD,diving,Double-crested cormorant,Phalacrocorax auritus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , ,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , , ,Double-crested cormorant; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.47296215,25.13720471,879,368,368,54,1,BIRD_368,B00054,B0005401,32,32, ,BIRD,wading,Great blue heron,Ardea herodias, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Great blue heron; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.47296215,25.13720471,880,368,368,76,2,BIRD_368,B00076,B0007602,69,37,1,BIRD,raptor,Bald eagle,Haliaeetus leucocephalus,Threatened (FED FL),Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , , ,Nesting,Nesting,Bald eagle; Status: Threatened (FED FL); Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 1,,,,
-80.47296215,25.13720471,881,368,368,87,2,BIRD_368,B00087,B0008702,32,32, ,BIRD,wading,Little blue heron,Egretta caerulea, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, ,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Little blue heron; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.47296215,25.13720471,882,368,368,88,2,BIRD_368,B00088,B0008802,32,32, ,BIRD,wading,Great egret,Ardea alba, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , , , , ,Great egret; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.47296215,25.13720471,883,368,368,89,2,BIRD_368,B00089,B0008902,32,32, ,BIRD,wading,Snowy egret,Egretta thula, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Nesting,Snowy egret; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.47296215,25.13720471,884,368,368,94,2,BIRD_368,B00094,B0009402,32,32, ,BIRD,wading,Tricolored heron,Egretta tricolor, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov, ,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , , , ,Tricolored heron; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov; Concentration:,,,,
-80.47296215,25.13720471,885,368,368,97,2,BIRD_368,B00097,B0009702,32,32, ,BIRD,wading,Green heron,Butorides virescens, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , ,Nesting,Nesting,Nesting,Nesting, , , , , , ,Green heron; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.47296215,25.13720471,886,368,368,115,2,BIRD_368,B00115,B0011502,32,32, ,BIRD,wading,White ibis,Eudocimus albus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , ,Nesting,Nesting,Nesting, , , , , , , ,White ibis; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.47296215,25.13720471,887,368,368,116,2,BIRD_368,B00116,B0011602,32,32, ,BIRD,wading,Roseate spoonbill,Ajaia ajaja, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , ,Nesting,Nesting,Roseate spoonbill; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.47296215,25.13720471,888,368,368,118,2,BIRD_368,B00118,B0011802,32,32, ,BIRD,diving,Brown pelican,Pelecanus occidentalis, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, ,Nesting,Nesting,Brown pelican; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.11643805,26.03370475,889,611,611,86,2,BIRD_611,B00086,B0008602,32,32, ,BIRD,gull_tern,Least tern,Sterna antillarum,Threatened (FL),Mar Apr May Jun Jul Aug Sep, , , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , ,Least tern; Status: Threatened (FL); Present: Mar Apr May Jun Jul Aug Sep; Concentration:,,,,
-80.11643805,26.03370475,890,611,611,154,2,BIRD_611,B00154,B0015402,32,32, ,BIRD,shorebird,Wilson's plover,Charadrius wilsonia, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , ,Nesting,Nesting,Nesting,Nesting, , , , , ,Wilson's plover; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.11643805,26.03370475,891,611,611,1002,1,BIRD_611,B01002,B0100201,32,32, ,BIRD,shorebird,Shorebirds, , ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Shorebirds; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.1547694,26.00870618,892,612,612,86,1,BIRD_612,B00086,B0008601,32,32,20,BIRD,gull_tern,Least tern,Sterna antillarum,Threatened (FL),Mar Apr May Jun Jul Aug Sep, , , , , , , , , , , , ,Least tern; Status: Threatened (FL); Present: Mar Apr May Jun Jul Aug Sep; Concentration: 20,,,,
-80.14977215,25.93370812,893,614,614,56,1,BIRD_614,B00056,B0005601,32,32, ,BIRD,shorebird,Spotted sandpiper,Actitis macularia, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Spotted sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.14977215,25.93370812,894,614,614,62,1,BIRD_614,B00062,B0006201,32,32, ,BIRD,shorebird,Least sandpiper,Calidris minutilla, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Least sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.14977215,25.93370812,895,614,614,64,1,BIRD_614,B00064,B0006401,32,32, ,BIRD,shorebird,Short-billed dowitcher,Limnodromus griseus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Short-billed dowitcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.14977215,25.93370812,896,614,614,66,1,BIRD_614,B00066,B0006601,32,32, ,BIRD,shorebird,Western sandpiper,Calidris mauri, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Western sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.14977215,25.93370812,897,614,614,71,1,BIRD_614,B00071,B0007101,32,32, ,BIRD,shorebird,Black-bellied plover,Pluvialis squatarola, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Black-bellied plover; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.14977215,25.93370812,898,614,614,73,1,BIRD_614,B00073,B0007301,32,32, ,BIRD,shorebird,Ruddy turnstone,Arenaria interpres, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Ruddy turnstone; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.13249014,25.91695427,899,616,616,90,2,BIRD_616,B00090,B0009002,32,32, ,BIRD,wading,Black-crowned night-heron,Nycticorax nycticorax, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , , ,Nesting,Black-crowned night-heron; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.16795394,25.84803376,900,617,617,77,2,BIRD_617,B00077,B0007702,32,32,2,BIRD,raptor,Osprey,Pandion haliaetus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Osprey; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 2,,,,
-80.12988126,25.78328885,901,618,618,56,1,BIRD_618,B00056,B0005601,32,32, ,BIRD,shorebird,Spotted sandpiper,Actitis macularia, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Spotted sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-82.41648342,27.66698312,902,775,775,133,2,BIRD_775,B00133,B0013302,32,37, ,BIRD,gull_tern,Black skimmer,Rynchops niger, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Black skimmer; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-82.41648342,27.66698312,903,775,775,136,2,BIRD_775,B00136,B0013602,32,37, ,BIRD,gull_tern,Caspian tern,Sterna caspia, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , ,Caspian tern; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-82.41648342,27.66698312,904,775,775,137,2,BIRD_775,B00137,B0013702,32,37, ,BIRD,gull_tern,Royal tern,Sterna maxima, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , ,Royal tern; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-82.41648342,27.66698312,905,775,775,142,2,BIRD_775,B00142,B0014202,32,37, ,BIRD,shorebird,Black-necked stilt,Himantopus mexicanus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , ,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Black-necked stilt; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-82.41648342,27.66698312,906,775,775,152,1,BIRD_775,B00152,B0015201,32,37, ,BIRD,shorebird,American oystercatcher,Haematopus palliatus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,American oystercatcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-82.41648342,27.66698312,907,775,775,154,2,BIRD_775,B00154,B0015402,32,37, ,BIRD,shorebird,Wilson's plover,Charadrius wilsonia, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , ,Nesting,Nesting,Nesting,Nesting, , , , , ,Wilson's plover; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-82.41648342,27.66698312,908,775,775,155,2,BIRD_775,B00155,B0015502,32,37, ,BIRD,shorebird,Willet,Catoptrophorus semipalmatus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , ,Nesting,Nesting,Nesting,Nesting, , , , , ,Willet; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-82.68733362,27.66721372,909,776,776,8,2,BIRD_776,B00008,B0000802,32,37, ,BIRD,diving,Double-crested cormorant,Phalacrocorax auritus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , ,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , , ,Double-crested cormorant; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-82.68733362,27.66721372,910,776,776,54,2,BIRD_776,B00054,B0005402,32,37,101,BIRD,wading,Great blue heron,Ardea herodias, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Nesting,Nesting,Great blue heron; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 101,,,,
-82.68733362,27.66721372,911,776,776,87,2,BIRD_776,B00087,B0008702,32,37, ,BIRD,wading,Little blue heron,Egretta caerulea, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, ,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Little blue heron; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-82.68733362,27.66721372,912,776,776,88,2,BIRD_776,B00088,B0008802,32,37,500,BIRD,wading,Great egret,Ardea alba, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , , , , ,Great egret; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 500,,,,
-82.68733362,27.66721372,913,776,776,94,2,BIRD_776,B00094,B0009402,32,37, ,BIRD,wading,Tricolored heron,Egretta tricolor, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov, ,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , , , ,Tricolored heron; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov; Concentration:,,,,
-83.19766643,29.36825706,914,856,856,67,1,BIRD_856,B00067,B0006701,32,37,25,BIRD,shorebird,Sanderling,Calidris alba, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Sanderling; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration: 25,,,,
-83.19766643,29.36825706,915,856,856,69,1,BIRD_856,B00069,B0006901,32,37, ,BIRD,shorebird,Semipalmated plover,Charadrius semipalmatus, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Semipalmated plover; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-83.19766643,29.36825706,916,856,856,70,1,BIRD_856,B00070,B0007001,32,37,10,BIRD,shorebird,Killdeer,Charadrius vociferus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Killdeer; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 10,,,,
-83.19766643,29.36825706,917,856,856,71,1,BIRD_856,B00071,B0007101,32,37, ,BIRD,shorebird,Black-bellied plover,Pluvialis squatarola, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Black-bellied plover; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-83.19766643,29.36825706,918,856,856,152,2,BIRD_856,B00152,B0015202,32,37, ,BIRD,shorebird,American oystercatcher,Haematopus palliatus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , , ,American oystercatcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-83.19766643,29.36825706,919,856,856,155,1,BIRD_856,B00155,B0015501,32,37,300,BIRD,shorebird,Willet,Catoptrophorus semipalmatus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Willet; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 300,,,,
-83.19766643,29.36825706,920,856,856,156,1,BIRD_856,B00156,B0015601,32,37,120,BIRD,shorebird,Semipalmated sandpiper,Calidris pusilla, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Semipalmated sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration: 120,,,,
-83.19766643,29.36825706,921,856,856,290,1,BIRD_856,B00290,B0029001,32,37,50,BIRD,shorebird,Peep,Calidris spp., ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Peep; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 50,,,,
-83.16755695,29.30054407,922,857,857,152,1,BIRD_857,B00152,B0015201,32,37,100,BIRD,shorebird,American oystercatcher,Haematopus palliatus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,American oystercatcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 100,,,,
-83.06651515,29.20858026,923,858,858,152,2,BIRD_858,B00152,B0015202,32,37,2,BIRD,shorebird,American oystercatcher,Haematopus palliatus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , , ,American oystercatcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 2,,,,
-83.02484854,29.15858284,924,859,859,116,1,BIRD_859,B00116,B0011601,32,37,1,BIRD,wading,Roseate spoonbill,Ajaia ajaja, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Roseate spoonbill; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 1,,,,
-83.04151129,29.14191693,925,860,860,55,1,BIRD_860,B00055,B0005501,32,37,36,BIRD,shorebird,Whimbrel,Numenius phaeopus, ,Mar Apr May Jul Aug Sep Oct, , , , , , , , , , , , ,Whimbrel; Status:  ; Present: Mar Apr May Jul Aug Sep Oct; Concentration: 36,,,,
-83.04151129,29.14191693,926,860,860,60,1,BIRD_860,B00060,B0006001,32,37,15,BIRD,shorebird,Red knot,Calidris canutus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Red knot; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 15,,,,
-80.47296215,25.13720471,927,368,368,163,2,BIRD_368,B00163,B0016302,32,32, ,BIRD,wading,Reddish egret,Egretta rufescens, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , , , ,Nesting,Reddish egret; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.47296215,25.13720471,928,368,368,297,1,BIRD_368,B00297,B0029701,33,37, ,BIRD,passerine,White-crowned pigeon,Columba leucocephala,Threatened (FL),Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,White-crowned pigeon; Status: Threatened (FL); Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.94146246,25.14207344,929,369,369,142,2,BIRD_369,B00142,B0014202,32,32, ,BIRD,shorebird,Black-necked stilt,Himantopus mexicanus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , ,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Black-necked stilt; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.92079549,25.13997454,930,370,370,55,1,BIRD_370,B00055,B0005501,32,32, ,BIRD,shorebird,Whimbrel,Numenius phaeopus, ,Mar Apr May Jul Aug Sep Oct, , , , , , , , , , , , ,Whimbrel; Status:  ; Present: Mar Apr May Jul Aug Sep Oct; Concentration:,,,,
-80.92079549,25.13997454,931,370,370,58,1,BIRD_370,B00058,B0005801,32,32, ,BIRD,shorebird,Greater yellowlegs,Tringa melanoleuca, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Greater yellowlegs; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.92079549,25.13997454,932,370,370,59,1,BIRD_370,B00059,B0005901,32,32, ,BIRD,shorebird,Lesser yellowlegs,Tringa flavipes, ,Jan Feb Mar Apr May Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Lesser yellowlegs; Status:  ; Present: Jan Feb Mar Apr May Aug Sep Oct Nov Dec; Concentration:,,,,
-80.92079549,25.13997454,933,370,370,60,1,BIRD_370,B00060,B0006001,32,32, ,BIRD,shorebird,Red knot,Calidris canutus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Red knot; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.92079549,25.13997454,934,370,370,61,1,BIRD_370,B00061,B0006101,32,32, ,BIRD,shorebird,Pectoral sandpiper,Calidris melanotos, ,Mar Apr May Jul Aug Sep Oct Nov, , , , , , , , , , , , ,Pectoral sandpiper; Status:  ; Present: Mar Apr May Jul Aug Sep Oct Nov; Concentration:,,,,
-80.92079549,25.13997454,935,370,370,62,1,BIRD_370,B00062,B0006201,32,32, ,BIRD,shorebird,Least sandpiper,Calidris minutilla, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Least sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-80.92079549,25.13997454,936,370,370,63,1,BIRD_370,B00063,B0006301,32,32, ,BIRD,shorebird,Dunlin,Calidris alpina, ,Jan Feb Mar Apr May Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Dunlin; Status:  ; Present: Jan Feb Mar Apr May Aug Sep Oct Nov Dec; Concentration:,,,,
-80.92079549,25.13997454,937,370,370,64,1,BIRD_370,B00064,B0006401,32,32, ,BIRD,shorebird,Short-billed dowitcher,Limnodromus griseus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Short-billed dowitcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
