X,Y,OBJECTID,NestID,County,NestTownsh,NestRange,NestSectio,GazPage,LastKnownA,LastSurvey,LatDec,LonDec,Act98,Act99,Act00,Act01,Act02,Act03,Act04,Act05,Act06,Act07,Act08,Act09,Act10,Active11,Active12,Active13,Active14,Active15,last_edited_date,Active16,Active17
-81.4373330006984,27.3981670003256,3195,HI025,Highlands,35S,29E,29,100,2013,2013,27.398167,-81.437333,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.4569999995716,27.4268329998028,3196,HI026,Highlands,35S,29E,19,100,2013,2013,27.426833,-81.457,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,*,-,*,Y,Y,*,*,2017/09/19 23:51:32+00,*,
-81.3966670008116,27.235000000361,3197,HI027,Highlands,37S,29E,26,100,2002,2013,27.235,-81.396667,Y,Y,Y,Y,Y,N,-,-,-,-,-,-,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-81.2598329999421,27.4424999994967,3198,HI028,Highlands,35S,31E,07,100,2013,2013,27.4425,-81.259833,Y,Y,Y,N,N,N,-,-,-,Y,Y,*,U,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.2199999997334,27.3846669997979,3199,HI029,Highlands,35S,31E,34,100,2013,2013,27.384667,-81.22,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.2823330004555,27.3418330001054,3200,HI030,Highlands,36S,30E,13,100,2013,2013,27.341833,-81.282333,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.4786669995086,27.0826669996309,3201,HI031,Highlands,39S,28E,13,100,2010,2013,27.082667,-81.478667,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,*,Y,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-81.4151670000958,27.5124999994531,3202,HI032,Highlands,34S,29E,22,94,2013,2013,27.5125,-81.415167,-,-,Y,Y,Y,Y,Y,Y,Y,-,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.4853329992784,27.5003330000814,3203,HI033,Highlands,34S,28E,26,94,2014,2014,27.500333,-81.485333,-,Y,Y,N,Y,Y,-,-,Y,Y,N,*,-,*,*,-,Y,*,2017/09/19 23:51:32+00,*,
-81.4713329999171,27.5595000002667,3204,HI034,Highlands,33S,28E,36,94,2004,2013,27.5595,-81.471333,-,Y,Y,Y,Y,Y,Y,N,U,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-81.3151669999101,27.4728329997019,3205,HI035,Highlands,34S,30E,34,100,2013,2013,27.472833,-81.315167,-,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.3578329999624,27.5331670000391,3206,HI036,Highlands,34S,30E,07,94,2013,2013,27.533167,-81.357833,-,-,Y,Y,Y,Y,Y,Y,Y,Y,N,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.2743329997938,27.1836670000379,3207,HI037,Highlands,38S,30E,12,100,2013,2013,27.183667,-81.274333,-,-,-,-,Y,Y,Y,Y,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.2883330000534,27.4899999998036,3208,HI038,Highlands,34S,30E,26,100,2002,2013,27.49,-81.288333,-,-,-,-,Y,N,-,-,-,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-81.4896670004184,27.5733329999545,3209,HI039,Highlands,33S,28E,35,94,2013,2013,27.573333,-81.489667,-,-,-,-,Y,Y,Y,Y,Y,Y,N,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.2250000001469,27.5033329998957,3210,HI040,Highlands,34S,31E,21,94,2003,2013,27.503333,-81.225,-,-,-,-,-,Y,N,-,-,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-81.0223330005116,27.2725000000198,3211,HI041,Highlands,37S,33E,09,101,2013,2013,27.2725,-81.022333,-,-,-,-,-,-,Y,Y,Y,Y,Y,*,-,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.2546669998472,27.4301669997684,3212,HI042,Highlands,35S,31E,17,100,2005,2013,27.430167,-81.254667,-,-,-,-,-,-,-,Y,-,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-81.2411670000781,27.3411670005073,3213,HI043,Highlands,36S,31E,20,100,2013,2013,27.341167,-81.241167,-,-,-,-,-,-,-,-,Y,N,Y,*,N,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.2265000007201,27.3618330000909,3214,HI044,Highlands,36S,31E,09,100,2013,2013,27.361833,-81.2265,-,-,-,-,-,-,-,-,Y,-,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.2864999993943,27.4398329998894,3215,HI045,Highlands,35S,30E,13,100,2013,2013,27.439833,-81.2865,-,-,-,-,-,-,-,-,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.3389999996939,27.3764999996872,3216,HI046,Highlands,36S,30E,05,100,2013,2013,27.3765,-81.339,-,-,-,-,-,-,-,-,Y,Y,Y,*,N,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.3299999998478,27.3799999997917,3217,HI047,Highlands,36S,30E,04,100,2013,2013,27.38,-81.33,-,-,-,-,-,-,-,-,Y,Y,Y,*,N,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.5043329999515,27.566833000469,3218,HI048,Highlands,33S,28E,34,93,2013,2013,27.566833,-81.504333,-,-,-,-,-,-,-,-,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.3496669996194,27.2236670006213,3219,HI049,Highlands,37S,30E,30,100,2007,2013,27.223667,-81.349667,-,-,-,-,-,-,-,-,Y,Y,N,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-81.3753330000622,27.3951670005043,3220,HI050,Highlands,35S,29E,36,100,2013,2013,27.395167,-81.375333,-,-,-,-,-,-,-,-,-,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.2515000000928,27.4135000003627,3221,HI051,Highlands,35S,31E,20,100,2013,2013,27.4135,-81.2515,-,-,-,-,-,-,-,-,-,-,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.4893333301892,27.5998333302204,3222,HI052,Highlands,33S,28E,23,94,2008,2015,27.599833,-81.489333,-,-,-,-,-,-,-,-,-,-,Y,*,N,*,*,-,*,-,2017/09/19 23:51:32+00,*,
-81.5178329997205,27.5676670003367,3223,HI053,Highlands,33S,28E,33,93,2010,2013,27.567667,-81.517833,-,-,-,-,-,-,-,-,-,-,-,Y,Y,*,*,U,*,*,2017/09/19 23:51:32+00,*,
-81.5155000003675,27.4796670004699,3224,HI054,Highlands,34S,28E,33,99,2009,2013,27.479667,-81.5155,-,-,-,-,-,-,-,-,-,-,-,Y,N,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-81.3338329997741,27.4220000004398,3225,HI055,Highlands,35S,30E,21,100,2013,2013,27.422,-81.333833,-,-,-,-,-,-,-,-,-,-,-,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.5103330004477,27.3283329999862,3226,HI056,Highlands,36S,28E,22,99,2013,2013,27.328333,-81.510333,-,-,-,-,-,-,-,-,-,-,-,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.4631669995741,27.2103329998348,3227,HI058,Highlands,37S,28E,36,100,2010,2013,27.210333,-81.463167,-,-,-,-,-,-,-,-,-,-,-,*,Y,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-81.2398329991863,27.399667000013,3228,HI059,Highlands,35S,31E,28,100,2013,2013,27.399667,-81.239833,-,-,-,-,-,-,-,-,-,-,-,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.4526700004262,27.467829999722,3229,HI060,Highlands,35S,29E,06,100,2010,2010,27.46783,-81.45267,-,-,-,-,-,-,-,-,-,-,-,*,Y,*,*,*,*,*,2017/09/19 23:51:32+00,*,
-81.4221669997765,27.3146669995776,3230,HI061,Highlands,36S,29E,28,100,2013,2013,27.314667,-81.422167,-,-,-,-,-,-,-,-,-,-,-,*,-,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.4856670000875,27.2143329996807,3231,HI062,Highlands,37S,28E,35,100,2013,2013,27.214333,-81.485667,-,-,-,-,-,-,-,-,-,-,-,*,-,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-81.3441669996136,27.3625000003494,3232,HI063,Highlands,36S,30E,08,100,2014,2014,27.3625,-81.344167,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Y,*,2017/09/19 23:51:32+00,*,
-82.1316669996163,27.8650000005644,3233,HL001,Hillsborough,30S,22E,17,92,2004,2013,27.865,-82.131667,Y,Y,Y,Y,Y,Y,Y,-,-,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.6468330005685,28.0258330000222,3234,HL004,Hillsborough,28S,17E,30,83,2013,2016,28.025833,-82.646833,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,U,
-82.3501670001703,27.8199999994262,3235,HL005,Hillsborough,31S,20E,06,91,2001,2013,27.82,-82.350167,Y,Y,Y,Y,N,N,-,-,-,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.3663329993783,27.8803330001964,3236,HL006,Hillsborough,30S,19E,12,91,2013,2013,27.880333,-82.366333,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,*,N,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.4651670006983,27.7246669993626,3237,HL007,Hillsborough,32S,18E,01,91,2013,2013,27.724667,-82.465167,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.4349999996092,27.6599999997997,3238,HL008,Hillsborough,32S,19E,32,91,1999,2013,27.66,-82.435,Y,Y,N,N,N,-,N,N,N,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.3451669997568,27.7593329994458,3239,HL009,Hillsborough,31S,20E,30,91,2006,2013,27.759333,-82.345167,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,*,N,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.2959999997912,28.0801670002421,3240,HL010,Hillsborough,28S,20E,03,83,2010,2013,28.080167,-82.296,U,U,U,Y,Y,Y,Y,Y,Y,Y,Y,*,Y,*,*,U,*,*,2017/09/19 23:51:32+00,*,
-82.383332999886,28.078332999775,3241,HL011,Hillsborough,28S,19E,02,83,2004,2013,28.078333,-82.383333,Y,Y,Y,Y,U,Y,Y,N,-,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.2416700001038,28.0050000001273,3242,HL012,Hillsborough,28S,21E,31,84,1997,2010,28.005,-82.24167,N,N,N,U,-,N,-,-,-,-,-,*,-,*,*,*,*,*,2017/09/19 23:51:32+00,*,
-82.2666670000018,28.0616669999732,3243,HL013,Hillsborough,28S,20E,12,83,1997,2013,28.061667,-82.266667,N,N,U,N,-,N,-,-,-,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.4883330004852,28.1633330003561,3244,HL014,Hillsborough,27S,18E,03,83,1992,2013,28.163333,-82.488333,-,-,-,-,-,-,-,-,-,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.070167000369,28.1535000003485,3245,HL016,Hillsborough,27S,22E,12,84,2013,2013,28.1535,-82.070167,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,*,Y,Y,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.391166999968,27.8979999998193,3246,HL017,Hillsborough,30S,19E,03,91,2013,2013,27.898,-82.391167,-,-,-,-,-,-,-,-,-,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.5183330002714,27.6506669998814,3247,HL018,Hillsborough,32S,18E,33,91,1999,2013,27.650667,-82.518333,Y,Y,N,N,N,-,-,-,-,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.1510000003753,27.7510000000619,3248,HL019,Hillsborough,31S,22E,30,92,2013,2013,27.751,-82.151,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.3808329992301,27.9773329992428,3249,HL020,Hillsborough,29S,19E,11,91,2010,2013,27.977333,-82.380833,Y,Y,Y,Y,Y,Y,Y,-,-,Y,Y,*,Y,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.1516670003721,27.6750000001433,3250,HL021,Hillsborough,32S,22E,30,92,1998,2013,27.675,-82.151667,Y,N,N,-,U,N,-,-,-,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.1991670002582,28.1653329994776,3251,HL022,Hillsborough,27S,21E,03,84,2013,2013,28.165333,-82.199167,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,U,*,Y,Y,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.5304999998719,28.0303329999376,3252,HL023,Hillsborough,28S,18E,20,83,2001,2013,28.030333,-82.5305,Y,Y,Y,Y,N,N,-,-,-,-,-,*,*,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.495832999758,27.8395000005096,3253,HL024,Hillsborough,30S,18E,27,91,2013,2013,27.8395,-82.495833,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.2666670000018,28.068833000422,3254,HL025,Hillsborough,28S,20E,12,83,2013,2013,28.068833,-82.266667,-,-,-,Y,Y,Y,Y,Y,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.4816670007154,27.9250000002507,3255,HL026,Hillsborough,29S,18E,26,91,1999,2013,27.925,-82.481667,-,Y,U,U,-,-,-,-,-,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.4516670000309,27.7028330005892,3256,HL027,Hillsborough,32S,19E,18,91,2013,2013,27.702833,-82.451667,-,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.1226669997703,28.0819999992957,3257,HL028,Hillsborough,28S,22E,05,84,2013,2013,28.082,-82.122667,-,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.2233333298096,27.966166670309,3258,HL029,Hillsborough,29S,21E,17,92,2015,2015,27.966167,-82.223333,-,-,Y,Y,Y,Y,Y,N,-,Y,Y,*,-,*,*,*,*,Y,2017/09/19 23:51:32+00,*,
-82.1528330001362,27.7111670000951,3259,HL030,Hillsborough,32S,22E,07,92,2013,2013,27.711167,-82.152833,-,-,-,Y,Y,Y,Y,Y,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.5040000008243,28.0436670005522,3260,HL031,Hillsborough,28S,18E,16,83,2007,2013,28.043667,-82.504,-,-,-,-,Y,Y,Y,Y,Y,Y,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.3283329998288,27.9555000006255,3261,HL032,Hillsborough,29S,20E,17,91,2003,2013,27.9555,-82.328333,-,-,-,-,-,Y,-,-,-,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.3416669999165,28.1266670002839,3262,HL033,Hillsborough,27S,20E,19,83,2003,2013,28.126667,-82.341667,-,-,-,-,-,Y,-,-,-,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.2655000004128,27.86799999992,3263,HL034,Hillsborough,30S,20E,13,91,2010,2013,27.868,-82.2655,-,-,-,-,-,-,Y,Y,-,N,Y,*,Y,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.3383329997575,27.8839999995769,3264,HL035,Hillsborough,30S,20E,07,91,2004,2013,27.884,-82.338333,-,-,-,-,-,-,Y,N,-,-,-,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.321667000059,27.8984999998826,3265,HL036,Hillsborough,30S,20E,05,91,2007,2013,27.8985,-82.321667,-,-,-,-,-,-,-,Y,N,Y,N,*,N,*,*,N,*,*,2017/09/19 23:51:32+00,*,
-82.3275000001506,27.8511669998537,3266,HL037,Hillsborough,30S,20E,20,91,2010,2013,27.851167,-82.3275,-,-,-,-,-,-,-,Y,N,N,N,*,Y,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.3473330005019,28.077999999753,3267,HL038,Hillsborough,28S,20E,06,83,2013,2013,28.078,-82.347333,-,-,-,-,-,-,-,-,Y,N,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.4958300002833,27.6535000004162,3268,HL039,Hillsborough,32S,18E,34,91,2006,2010,27.6535,-82.49583,-,-,-,-,-,-,-,-,Y,-,-,*,-,*,*,*,*,*,2017/09/19 23:51:32+00,*,
-82.0984999991774,27.7323329994925,3269,HL040,Hillsborough,32S,22E,03,92,2013,2013,27.732333,-82.0985,-,-,-,-,-,-,-,-,Y,Y,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.3794999999598,27.7946669999261,3270,HL041,Hillsborough,31S,19E,11,91,2010,2013,27.794667,-82.3795,-,-,-,-,-,-,-,-,-,Y,Y,*,Y,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.4111670007238,27.763000000415,3271,HL042,Hillsborough,31S,19E,28,91,2016,2016,27.763,-82.411167,-,-,-,-,-,-,-,-,-,Y,N,*,N,Y,*,Y,*,*,2017/09/19 23:51:32+00,Y,
-82.2538330004046,28.0046669998483,3272,HL043,Hillsborough,28S,20E,36,83,2013,2013,28.004667,-82.253833,-,-,-,-,-,-,-,-,-,-,Y,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.5778330002517,27.9966669999687,3273,HL044,Hillsborough,28S,17E,35,91,2010,2013,27.996667,-82.577833,-,-,-,-,-,-,-,-,-,-,Y,*,Y,*,*,N,*,*,2017/09/19 23:51:32+00,*,
-82.4181670004044,28.0804999998858,3274,HL045,Hillsborough,28S,19E,04,83,2008,2013,28.0805,-82.418167,-,-,-,-,-,-,-,-,-,-,Y,*,-,*,*,-,*,*,2017/09/19 23:51:32+00,*,
-82.4301670004985,28.0671670001331,3275,HL046,Hillsborough,28S,19E,08,83,0,2013,28.067167,-82.430167,-,-,-,-,-,-,-,-,-,-,-,U,N,*,*,N,*,*,2017/09/19 23:51:32+00,*,
-82.3438329997632,27.9051669994327,3276,HL047,Hillsborough,30S,20E,06,91,2013,2013,27.905167,-82.343833,-,-,-,-,-,-,-,-,-,-,-,Y,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.4611670003675,28.1393329999923,3277,HL048,Hillsborough,27S,18E,13,83,2009,2013,28.139333,-82.461167,-,-,-,-,-,-,-,-,-,-,-,Y,N,*,*,N,*,*,2017/09/19 23:51:32+00,*,
-82.0678330002927,28.0701670000377,3278,HL049,Hillsborough,28S,22E,01,84,2013,2013,28.070167,-82.067833,-,-,-,-,-,-,-,-,-,-,-,Y,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.1411669999529,27.9814999995227,3279,HL050,Hillsborough,29S,22E,07,92,2013,2013,27.9815,-82.141167,-,-,-,-,-,-,-,-,-,-,-,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.4023329996608,27.9416670003431,3280,HL051,Hillsborough,29S,19E,21,91,2013,2013,27.941667,-82.402333,-,-,-,-,-,-,-,-,-,-,-,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.2460000001475,28.0526669995777,3281,HL052,Hillsborough,28S,21E,18,84,2013,2013,28.052667,-82.246,-,-,-,-,-,-,-,-,-,-,-,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.2994999996315,28.1266669994916,3282,HL053,Hillsborough,27S,20E,22,83,2013,2013,28.126667,-82.2995,-,-,-,-,-,-,-,-,-,-,-,*,Y,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.5376669999571,27.6421670001079,3283,HL054,Hillsborough,33S,18E,06,91,2013,2013,27.642167,-82.537667,-,-,-,-,-,-,-,-,-,-,-,*,*,Y,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.369500000031,27.9969999995896,3284,HL055,Hillsborough,28S,19E,35,91,2016,2016,27.997,-82.3695,-,-,-,-,-,-,-,-,-,-,-,*,*,Y,*,Y,*,*,2017/09/19 23:51:32+00,Y,
-82.2418330003104,27.9678330002576,3285,HL056,Hillsborough,29S,21E,07,92,2013,2013,27.967833,-82.241833,-,-,-,-,-,-,-,-,-,-,-,*,*,Y,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.6143330001263,28.0191669998344,3286,HL057,Hillsborough,28S,17E,28,83,2012,2013,28.019167,-82.614333,-,-,-,-,-,-,-,-,-,-,-,-,*,*,Y,N,*,*,2017/09/19 23:51:32+00,*,
-82.3395000002448,28.0048329996516,3287,HL058,Hillsborough,28S,20E,31,83,2013,2013,28.004833,-82.3395,-,-,-,-,-,-,-,-,-,-,-,*,-,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.310166999557,28.1249999993464,3288,HL059,Hillsborough,27S,20E,21,83,2013,2013,28.125,-82.310167,-,-,-,-,-,-,-,-,-,-,-,*,-,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.533167000034,27.8493330001893,3289,HL060,Hillsborough,30S,18E,29,91,2013,2013,27.849333,-82.533167,-,-,-,-,-,-,-,-,-,-,-,*,-,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.3915000000539,28.1708329997265,3290,HL061,Hillsborough,27S,19E,03,83,2013,2013,28.170833,-82.3915,-,-,-,-,-,-,-,-,-,-,-,*,-,*,*,Y,*,*,2017/09/19 23:51:32+00,*,
-82.1290000003524,27.8399999997223,3291,HL062,Hillsborough,30S,22E,29,92,2014,2014,27.84,-82.129,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Y,*,2017/09/19 23:51:32+00,*,
-82.4283330000145,28.0154999998742,3292,HL063,Hillsborough,28S,19E,29,83,2014,2014,28.0155,-82.428333,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Y,*,2017/09/19 23:51:32+00,*,
-82.329833000402,27.8054999994264,3293,HL064,Hillsborough,31S,20E,08,91,2014,2014,27.8055,-82.329833,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Y,*,2017/09/19 23:51:32+00,*,
-82.1088330000904,27.6495000006874,3294,HL065,Hillsborough,32S,22E,33,92,2014,2014,27.6495,-82.108833,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Y,*,2017/09/19 23:51:32+00,*,
-82.5120000005876,28.0352900003443,3295,HL066,Hillsborough,28S,18E,21,83,0,2014,28.03529,-82.512,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,U,*,2017/09/19 23:51:32+00,*,
-82.6251669995581,28.526833000529,3296,HN001,Hernando,22S,17E,32,76,2014,2014,28.526833,-82.625167,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,*,Y,*,*,Y,*,2017/09/19 23:51:32+00,*,
-82.6338330003916,28.5830000002708,3297,HN002,Hernando,22S,17E,07,76,2014,2014,28.583,-82.633833,Y,Y,Y,Y,Y,U,N,Y,N,-,-,*,*,-,*,*,Y,*,2017/09/19 23:51:32+00,*,
-82.6290000003827,28.635499999659,3298,HN003,Hernando,21S,17E,20,76,2014,2014,28.6355,-82.629,Y,Y,Y,Y,Y,Y,U,Y,Y,Y,N,-,*,Y,*,*,Y,*,2017/09/19 23:51:32+00,*,
-82.6154999997153,28.6716670002141,3299,HN004,Hernando,21S,17E,09,77,2011,2014,28.671667,-82.6155,-,-,-,-,N,N,-,-,-,-,Y,Y,*,Y,*,*,-,*,2017/09/19 23:51:32+00,*,
-82.6116670006874,28.6825000001063,3300,HN005,Hernando,21S,17E,04,77,2014,2014,28.6825,-82.611667,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,-,Y,*,Y,*,*,Y,*,2017/09/19 23:51:32+00,*,
-82.6229999998864,28.5579999998046,3301,HN006,Hernando,22S,17E,20,77,2014,2014,28.558,-82.623,N,N,N,N,Y,N,Y,Y,Y,N,Y,*,*,Y,*,*,Y,*,2017/09/19 23:51:32+00,*,
-82.6463330000779,28.4631669993216,3302,HN007,Hernando,23S,17E,19,83,2011,2014,28.463167,-82.646333,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,*,Y,*,*,-,*,2017/09/19 23:51:32+00,*,
-82.3281670001474,28.5356670006854,3303,HN008,Hernando,22S,20E,29,77,2011,2014,28.535667,-82.328167,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,*,*,Y,*,*,-,*,2017/09/19 23:51:32+00,*,
-82.6233329999724,28.6250000002022,3304,HN009,Hernando,21S,17E,29,77,2001,2014,28.625,-82.623333,U,U,U,Y,N,N,N,N,N,N,-,N,*,N,*,*,-,*,2017/09/19 23:51:32+00,*,
-82.482332999989,28.6573329998881,3305,HN010,Hernando,21S,18E,14,77,2014,2014,28.657333,-82.482333,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,*,*,Y,*,*,Y,*,2017/09/19 23:51:32+00,*,
-82.6290000003827,28.5056670005875,3306,HN011,Hernando,23S,17E,08,76,2007,2014,28.505667,-82.629,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,*,N,*,*,-,*,2017/09/19 23:51:32+00,*,
-82.2338329996488,28.5441670002412,3307,HN012,Hernando,22S,21E,29,78,2014,2014,28.544167,-82.233833,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,*,*,Y,*,*,Y,*,2017/09/19 23:51:32+00,*,
-82.4553330004509,28.5613330001615,3308,HN013,Hernando,22S,18E,24,77,2014,2014,28.561333,-82.455333,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,*,*,Y,*,*,Y,*,2017/09/19 23:51:32+00,*,
-82.6549999998381,28.4399999999682,3309,HN014,Hernando,23S,16E,36,83,2001,2014,28.44,-82.655,Y,Y,Y,Y,N,N,N,-,-,-,-,N,*,-,*,*,-,*,2017/09/19 23:51:32+00,*,
-82.6268329998127,28.6521670001941,3310,HN015,Hernando,21S,17E,17,76,2006,2014,28.652167,-82.626833,-,Y,Y,Y,U,Y,Y,Y,Y,N,N,N,*,N,*,*,U,*,2017/09/19 23:51:32+00,*,
-82.3398329994324,28.4435000003454,3311,HN016,Hernando,23S,20E,31,83,2014,2014,28.4435,-82.339833,-,-,-,Y,Y,Y,Y,Y,Y,Y,Y,*,*,Y,*,*,Y,*,2017/09/19 23:51:32+00,*,
-82.3800000004503,28.4383329994372,3312,HN017,Hernando,23S,19E,35,83,2011,2014,28.438333,-82.38,-,-,-,-,Y,Y,N,N,Y,Y,Y,*,*,Y,*,*,-,*,2017/09/19 23:51:32+00,*,
-82.325000000393,28.5333330006681,3313,HN018,Hernando,22S,20E,32,77,2002,2014,28.533333,-82.325,-,-,-,-,Y,U,-,-,-,-,-,*,*,-,*,*,-,*,2017/09/19 23:51:32+00,*,
